names,scores,logfoldchanges,group
Sp9,0.01588336,4.187407,TEINH16
Dlx6os1,0.015567342,4.41458,TEINH16
Erbb4,0.01547305,3.599589,TEINH16
Hcrtr2,0.015329074,3.9939885,TEINH16
Crispld1,0.015197859,4.143791,TEINH16
Slc6a1,0.014343084,4.826842,TEINH16
Rab27b,0.013942757,3.401,TEINH16
Wif1,0.013816554,4.6147733,TEINH16
Gad2,0.013271351,5.217323,TEINH16
Adamts17,0.012734562,3.472004,TEINH16
Zmat4,0.012459863,3.676254,TEINH16
Col25a1,0.011708648,3.9079278,TEINH16
BC030500,0.0114771975,3.3770125,TEINH16
Slc2a13,0.011099542,3.252028,TEINH16
Arl4c,0.011071268,3.7018116,TEINH16
Necab2,0.010648906,3.6910253,TEINH16
Clstn2,0.010630056,3.3224685,TEINH16
Galntl6,0.010012766,3.3886662,TEINH16
Prkca,0.009621476,3.1169686,TEINH16
Ptprt,0.009605326,3.288689,TEINH16
Astn2,0.009414329,3.0055485,TEINH16
Rph3a,0.009036928,3.4122005,TEINH16
RP23.291B1.2,0.008369429,3.1400263,TEINH16
Nrsn1,0.008183937,4.505699,TEINH16
Maf,0.008101357,3.7407072,TEINH16
Mafb,0.00799018,3.4572337,TEINH16
Myl6b,0.007969596,3.0638368,TEINH16
Gm9962,0.0077114296,3.2551055,TEINH16
Plekho1,0.0076182648,2.9928286,TEINH16
Vps45,0.007535358,2.4541283,TEINH16
Ptchd4,0.0073721316,3.0345712,TEINH16
Gm8797,0.0072946935,3.3679948,TEINH16
Afap1,0.0071923793,2.6394382,TEINH16
Lin7a,0.0071301484,3.0128064,TEINH16
Dner,0.0070891096,3.1283438,TEINH16
Gria1,0.00698433,3.6382449,TEINH16
Crybb3,0.0069816834,2.9870164,TEINH16
Arx,0.0068913987,3.491442,TEINH16
Krt1,0.006873259,3.0431294,TEINH16
Mxra7,0.006684058,2.9290972,TEINH16
Unc119,0.0066535445,2.8408067,TEINH16
Mpdz,0.0065356405,2.4781215,TEINH16
Mgll,0.0063755093,3.0373137,TEINH16
Cited2,0.0063131815,2.6900976,TEINH16
Sema3c,0.006185201,3.3636873,TEINH16
Unc5d,0.006160327,2.9924634,TEINH16
Mme,0.0061577866,3.4235473,TEINH16
Rimbp2,0.0060090446,2.9160767,TEINH16
Dlgap2,0.005884309,2.760834,TEINH16
Rgs10,0.0058530937,3.8299193,TEINH16
Frmpd4,0.0057699895,2.7564158,TEINH16
Gabra1,0.0057142605,3.1218698,TEINH16
Slc32a1,0.0055969493,3.6676643,TEINH16
Grip1,0.0051659164,2.8424623,TEINH16
Kcnc1,0.0051361513,3.1137836,TEINH16
Pgf,0.005119686,2.9884667,TEINH16
Cacna2d1,0.0051011276,2.8945932,TEINH16
Alcam,0.0050890273,2.796727,TEINH16
Ankrd34b,0.004996376,3.0215602,TEINH16
Zfp428,0.0048283646,2.3829157,TEINH16
Nt5dc3,0.004713318,2.5883172,TEINH16
Kcnmb2,0.0046342267,3.373996,TEINH16
Tbc1d30,0.004556135,2.5278876,TEINH16
Sv2c,0.004499797,3.2003186,TEINH16
Scrt1,0.0044098455,2.6168735,TEINH16
Frmpd3,0.004397888,2.702798,TEINH16
Pvrl2,0.0043897848,2.5754693,TEINH16
Cplx1,0.004389423,3.1124253,TEINH16
Acp1,0.0043745167,2.2759295,TEINH16
Ppm1h,0.0043685427,2.375204,TEINH16
Rpp25,0.004343657,3.3349876,TEINH16
Zfp536,0.004305616,2.598923,TEINH16
Nkain3,0.0041729687,2.7612348,TEINH16
Gabbr2,0.0041461117,2.837025,TEINH16
Dleu7,0.0041409987,2.543749,TEINH16
X5033430I15Rik,0.004112274,2.4796665,TEINH16
Pttg1,0.004105558,3.0212631,TEINH16
Cadps,0.0041019716,2.5719259,TEINH16
Arhgef6,0.004101619,2.7615266,TEINH16
Grin2a,0.0040141507,2.863224,TEINH16
Sertm1,0.0039843125,2.7531579,TEINH16
Spred3,0.0039273384,2.3811119,TEINH16
Lancl1,0.0038212433,2.0787988,TEINH16
Hcn1,0.003777886,2.7031898,TEINH16
Elavl2,0.0036647313,2.787766,TEINH16
Osbpl3,0.0036266106,2.4529412,TEINH16
Clstn3,0.003623322,2.6810555,TEINH16
Galnt14,0.0035767048,2.7864017,TEINH16
A830018L16Rik,0.0035703643,2.5166662,TEINH16
Sec61g,0.0035446302,2.1489565,TEINH16
Fam63b,0.003485018,2.0157819,TEINH16
Fabp3,0.003481579,2.522256,TEINH16
Reln,0.0034551362,3.253733,TEINH16
Rpl26,0.0034089736,2.632845,TEINH16
Pld5,0.0034084185,2.8495321,TEINH16
Cygb,0.0033511587,2.6813753,TEINH16
X6030419C18Rik,0.0033464346,2.3321831,TEINH16
Epha5,0.003331969,2.9435093,TEINH16
Dctn1,0.0033207822,2.2607424,TEINH16
Nfib,0.003271135,2.442767,TEINH16
Pxdc1,0.0032296674,2.91495,TEINH16
Ypel4,0.0032112019,2.3261652,TEINH16
Pcdh8,0.0031957307,2.5399227,TEINH16
Ubash3b,0.0031545383,2.4262798,TEINH16
Gm19426,0.0031414686,2.637716,TEINH16
Diras1,0.0030596538,2.277461,TEINH16
Rab3b,0.0030500183,2.953326,TEINH16
Lgi1,0.0030154306,2.294477,TEINH16
Prkaa2,0.0030084075,2.1894834,TEINH16
Dlx5,0.0030022284,3.0128264,TEINH16
Vegfb,0.0029976526,2.057597,TEINH16
Ndn,0.0029910733,2.3746989,TEINH16
Adra1a,0.0029857967,2.9330645,TEINH16
Ccdc85b,0.0029827803,2.0454786,TEINH16
Syt1,0.0029726306,3.4666154,TEINH16
Inafm1,0.0029636612,2.1750546,TEINH16
Fgf11,0.002963522,2.50725,TEINH16
X5330434G04Rik,0.0029628472,2.2350886,TEINH16
Pthlh,0.33159,7.409781,TEINH17
Cox6a2,0.17212856,6.5390573,TEINH17
Moxd1,0.09265957,5.821099,TEINH17
Crabp1,0.077249184,5.66191,TEINH17
Gpr83,0.062016748,5.0400825,TEINH17
Pvalb,0.0505455,6.2387433,TEINH17
Lhx6,0.041123208,5.5901723,TEINH17
Nkx2.1,0.03442376,5.6858873,TEINH17
Tpbgl,0.031505056,4.403195,TEINH17
Gpr176,0.03115163,3.6822014,TEINH17
Il1rapl2,0.03047409,4.6037507,TEINH17
Igfbp4,0.028959693,4.58211,TEINH17
Cntnap5b,0.028276836,4.1002088,TEINH17
Crtac1,0.026576987,3.849659,TEINH17
Kcnc1,0.024813313,4.7013984,TEINH17
Nxph1,0.023599576,4.4827547,TEINH17
Erbb4,0.022126801,3.8172212,TEINH17
Nek7,0.019903539,3.4799478,TEINH17
Adamts8,0.018706273,4.3732014,TEINH17
Ank1,0.018023169,3.8178816,TEINH17
Mxra7,0.01778056,3.5553958,TEINH17
Adamts15,0.017643262,4.280346,TEINH17
Thsd7a,0.017050898,3.3273025,TEINH17
Plcxd3,0.016211625,3.6314683,TEINH17
Gm13629,0.016209273,3.788721,TEINH17
Sdk1,0.014017674,3.3870509,TEINH17
Fam150b,0.013599188,4.0065117,TEINH17
Vwc2,0.013321533,3.7540312,TEINH17
Adamts5,0.012948496,3.8226113,TEINH17
Cntnap4,0.012581082,3.5295112,TEINH17
Tuba8,0.01244527,3.7377055,TEINH17
Pygm,0.011962583,3.4717689,TEINH17
Cerk,0.011742528,2.8838682,TEINH17
Gabrd,0.011596578,3.4071846,TEINH17
Flt3,0.011490605,3.6972911,TEINH17
Kcnmb2,0.011438759,3.8691506,TEINH17
Tcap,0.011298716,4.0560665,TEINH17
Klhl40,0.011229033,3.2871945,TEINH17
Inpp5j,0.011009298,2.9211602,TEINH17
Slc32a1,0.010861577,4.2616444,TEINH17
Slc6a1,0.01078318,4.317874,TEINH17
Gad1,0.010470914,4.7221026,TEINH17
Cygb,0.010336089,3.532475,TEINH17
Arx,0.010197391,3.6972728,TEINH17
Ttc39b,0.00983035,2.9703395,TEINH17
Scg2,0.009743624,3.6949122,TEINH17
Lamb1,0.009393007,3.386669,TEINH17
Ngf,0.009385935,3.997333,TEINH17
Pcdh8,0.009308874,3.1728764,TEINH17
Pde11a,0.009066244,3.8832111,TEINH17
Hcn1,0.008951505,3.2414322,TEINH17
Ahr,0.008864403,2.9580488,TEINH17
C1ql1,0.008663441,4.289361,TEINH17
Amn,0.00860291,3.2090118,TEINH17
Trps1,0.008593149,2.7272968,TEINH17
Vstm2a,0.008327398,3.350671,TEINH17
Plekhd1,0.00814916,3.8753102,TEINH17
Fam210b,0.008115633,2.8636081,TEINH17
Tgfb3,0.00809865,3.551407,TEINH17
Cplx1,0.0075383233,3.6265173,TEINH17
Laptm4b,0.007466846,2.645266,TEINH17
Tmem151b,0.007274166,2.855761,TEINH17
Nacc2,0.007166163,2.830312,TEINH17
Fndc5,0.007148555,3.095986,TEINH17
Osbpl3,0.0070905206,2.8115258,TEINH17
Astn2,0.0070531284,2.800998,TEINH17
Kcnk3,0.007039254,3.004633,TEINH17
Elfn1,0.0069915527,3.6958942,TEINH17
Rims4,0.0068482882,2.88243,TEINH17
Scn1a,0.0064801094,3.0028,TEINH17
Clec2l,0.0064750086,2.798938,TEINH17
Gria1,0.0064142765,3.4593983,TEINH17
Gria4,0.0063706,2.5905063,TEINH17
Grip1,0.0063335947,2.9304333,TEINH17
Ccdc136,0.006324868,3.0162375,TEINH17
Dner,0.00622046,2.9620578,TEINH17
March11,0.006182283,2.7160857,TEINH17
Adrbk2,0.0060898694,2.6959994,TEINH17
Gm10605,0.006061783,2.9374328,TEINH17
Dlgap2,0.0060030287,2.7321076,TEINH17
Fam19a2,0.00596074,2.896205,TEINH17
Cacng2,0.0059225056,2.8990624,TEINH17
Ankrd34b,0.0058928495,3.083121,TEINH17
Kcnab3,0.0058126347,3.0911567,TEINH17
Kit,0.00578625,3.35796,TEINH17
Lgi2,0.0055304305,2.9460998,TEINH17
Parm1,0.0054437444,2.7153835,TEINH17
Klhl32,0.005404188,2.576058,TEINH17
Kcns3,0.0053509506,3.541747,TEINH17
Kcnip1,0.0053203995,3.196346,TEINH17
Clstn2,0.005273396,2.766366,TEINH17
Ptpre,0.005244628,2.544026,TEINH17
Kcnc3,0.005127226,2.599406,TEINH17
Galntl6,0.0050952905,2.9650025,TEINH17
Nrsn1,0.005044177,3.672461,TEINH17
Kcnc2,0.005043404,3.165352,TEINH17
Scrt1,0.005025807,2.6567116,TEINH17
Cemip,0.0049646646,3.4888203,TEINH17
Sema4g,0.0049224566,2.5117128,TEINH17
Myh14,0.0048680734,2.328256,TEINH17
A330050F15Rik,0.004794969,3.2623992,TEINH17
Fgf9,0.0047918623,2.6328027,TEINH17
Atp1a3,0.004787704,3.1560762,TEINH17
Alcam,0.004764807,2.677124,TEINH17
Mme,0.004746807,3.2450025,TEINH17
Adgra1,0.004732548,2.685605,TEINH17
Cit,0.004691943,3.095033,TEINH17
Sp9,0.004688647,3.3901682,TEINH17
Diras1,0.0045769718,2.516988,TEINH17
Pde3a,0.0045418604,3.5198057,TEINH17
Ppif,0.004473787,2.284646,TEINH17
Gjd2,0.004424896,3.37902,TEINH17
Zfp385a,0.0043491377,2.464011,TEINH17
Skp2,0.004023415,2.341225,TEINH17
Gpr12,0.003997413,2.5362186,TEINH17
Plxna4,0.0038913426,2.457864,TEINH17
Abat,0.0038565428,2.528265,TEINH17
Kcnh2,0.0038496577,2.6758876,TEINH17
Elavl2,0.0038345163,2.769332,TEINH17
Pcdh19,0.0037918286,2.29792,TEINH17
Ppargc1a,0.0037913532,2.4950218,TEINH17
Mafb,0.0037455715,2.9438086,TEINH17
Unc119,0.0037432672,2.4092915,TEINH17
Clstn3,0.0037415477,2.647794,TEINH17
Mtfp1,0.0037040764,2.39752,TEINH17
Pde5a,0.0036885235,3.1758354,TEINH17
Rora,0.0036734557,2.599826,TEINH17
Amigo1,0.0035770424,2.2146904,TEINH17
Epha5,0.0035189646,2.926115,TEINH17
Sh3rf3,0.0034649034,2.4683228,TEINH17
Fam69b,0.0034029803,2.2507017,TEINH17
Kcnip2,0.0033438543,2.5846515,TEINH17
Ptchd4,0.0033110692,2.4857342,TEINH17
Serpini1,0.0032961238,2.5923069,TEINH17
Dlx6os1,0.003251253,3.2861276,TEINH17
RP23.291B1.2,0.003245965,2.4121196,TEINH17
Ppm1l,0.003174739,2.2096043,TEINH17
Maf,0.0031617624,2.980636,TEINH17
Slc35g2,0.003051174,2.4163084,TEINH17
Frmpd3,0.003050294,2.4414806,TEINH17
Abca5,0.0030442176,2.0094597,TEINH17
Ass1,0.0030282566,2.5499234,TEINH17
Clip4,0.003024196,2.175687,TEINH17
Cntnap2,0.0030061489,2.377932,TEINH17
Atp1b1,0.002956981,3.637261,TEINH17
Fam174b,0.0029470725,2.1427608,TEINH17
Gpr162,0.0029075947,2.2264824,TEINH17
Man1c1,0.0029067816,2.2054172,TEINH17
Tmx2,0.0028916937,1.9903827,TEINH17
Col19a1,0.0028816105,3.3685036,TEINH17
Rbp4,0.13219592,6.9349422,TEINH18
Cort,0.08000952,5.869271,TEINH18
Tcap,0.058010235,5.264166,TEINH18
Kcnc2,0.051719006,5.4902897,TEINH18
Moxd1,0.04381164,5.4614406,TEINH18
Cox6a2,0.03927803,5.4030223,TEINH18
Gm26902,0.034589224,4.8422556,TEINH18
A330050F15Rik,0.03427943,4.589125,TEINH18
Pvalb,0.03332187,6.0801344,TEINH18
Kcnk3,0.032284208,4.2672486,TEINH18
Nxph2,0.031627785,5.4620695,TEINH18
Ifitm10,0.029939352,4.2909408,TEINH18
Ank1,0.029294206,4.3156815,TEINH18
Lrrc38,0.023312282,4.74016,TEINH18
Rab3b,0.022953285,4.585835,TEINH18
Gm13629,0.01826082,4.0938797,TEINH18
Cd164l2,0.017965034,3.9214365,TEINH18
Btbd11,0.017320432,4.0148363,TEINH18
Crhbp,0.01676392,5.28505,TEINH18
Satb1,0.015141792,3.9920175,TEINH18
Th,0.014825281,5.7468944,TEINH18
Klhl32,0.014819779,3.3842368,TEINH18
Amn,0.014510192,3.7097902,TEINH18
Kcnab3,0.014009387,3.860142,TEINH18
Erbb4,0.01398306,3.696018,TEINH18
Inpp5j,0.013814953,3.2559223,TEINH18
Tuba8,0.013365314,3.9326947,TEINH18
Nxph1,0.013143273,4.2437434,TEINH18
Stac2,0.013008048,3.8264132,TEINH18
Rpl29,0.012305669,4.1896048,TEINH18
Ppargc1a,0.0122684,3.5132868,TEINH18
Fam131c,0.011960332,3.7983284,TEINH18
Fam150b,0.011956135,4.0867343,TEINH18
Kcns3,0.011917718,4.1650004,TEINH18
Arx,0.011604209,3.969194,TEINH18
Osbpl3,0.010999278,3.273058,TEINH18
Kcnmb2,0.010818722,4.008007,TEINH18
Fgf18,0.010818094,3.8414211,TEINH18
Cacna2d2,0.010597891,3.9146442,TEINH18
Etl4,0.010318399,3.558061,TEINH18
Cplx1,0.010264222,4.3915954,TEINH18
Galntl6,0.01016147,3.5302215,TEINH18
Hcn1,0.010077534,3.5450222,TEINH18
Ahr,0.009890983,3.1831837,TEINH18
Gpr83,0.009039353,3.7897615,TEINH18
Lgi2,0.009001014,3.507071,TEINH18
Flt3,0.00896,3.71556,TEINH18
Lypd6,0.00889362,3.8555994,TEINH18
Lhx6,0.008868493,4.6666155,TEINH18
Adamtsl5,0.008686189,3.6628447,TEINH18
Kcnc1,0.008541193,3.8362548,TEINH18
Rpp25,0.008280986,3.9706135,TEINH18
Ptchd4,0.008203038,3.261828,TEINH18
Cntnap4,0.008147359,3.4418046,TEINH18
Tac1,0.00805593,4.664228,TEINH18
Mkx,0.007815876,3.187112,TEINH18
Gm9962,0.007600636,3.3684735,TEINH18
Myl6b,0.007557617,3.1764026,TEINH18
Zfp385a,0.007404654,2.9974852,TEINH18
Cacng2,0.007310181,3.3483615,TEINH18
Ypel4,0.007268732,2.9978604,TEINH18
Ttc39b,0.0072124526,2.9649682,TEINH18
Gm26782,0.0071813785,3.1260421,TEINH18
Fndc5,0.006904244,3.3337684,TEINH18
Apitd1,0.006867025,2.8520055,TEINH18
Ankrd34b,0.0067594796,3.3624227,TEINH18
Gpr176,0.006655475,2.952582,TEINH18
Ankrd29,0.006650261,2.9615388,TEINH18
Gm13205,0.006339003,3.1648483,TEINH18
Sp9,0.006243418,3.737523,TEINH18
Slc32a1,0.006149082,3.9887142,TEINH18
Ptpre,0.005935954,2.8843248,TEINH18
Slit2,0.0057726176,3.028057,TEINH18
Phlda1,0.0056831683,2.9687016,TEINH18
Cerk,0.0054734573,2.564763,TEINH18
Nek7,0.005444368,2.7745185,TEINH18
Dctn1,0.005428102,2.692886,TEINH18
Hapln4,0.0052673267,3.0205886,TEINH18
Tmem132c,0.005207689,3.7004793,TEINH18
Cit,0.0050816527,3.5276954,TEINH18
Ccdc184,0.0050068786,2.984454,TEINH18
Mme,0.005002889,3.433046,TEINH18
Gad1,0.0049543865,4.1699495,TEINH18
Pacsin2,0.004837144,2.3761547,TEINH18
Gria1,0.004827661,3.4883113,TEINH18
Ppif,0.0046440354,2.4911866,TEINH18
Trpc4,0.004582193,3.086682,TEINH18
Rcan2,0.0045235306,2.9208846,TEINH18
Hsf4,0.0045024697,2.9919467,TEINH18
Kcnc3,0.0044171945,2.7104883,TEINH18
Scrt1,0.0043952097,2.7656226,TEINH18
Lancl3,0.004287306,3.5536466,TEINH18
Elavl2,0.0042247646,3.097618,TEINH18
Cgref1,0.004213886,2.6603804,TEINH18
Atp5l,0.0041535613,2.3963392,TEINH18
Cdh13,0.004090977,2.7982411,TEINH18
Dleu7,0.004082308,2.6716547,TEINH18
Stmn1,0.004076518,2.9554665,TEINH18
BC030500,0.0040181945,2.8497186,TEINH18
Tmem151b,0.0040096254,2.6657166,TEINH18
Sag,0.0039982647,2.9735782,TEINH18
Gabra1,0.0039751674,3.0078888,TEINH18
Slc6a1,0.0039048058,3.4328566,TEINH18
Cited2,0.0038722146,2.5071173,TEINH18
Scn1a,0.003864821,2.8347714,TEINH18
Thrb,0.003856583,2.5889313,TEINH18
Ndufs5,0.0038080607,2.239006,TEINH18
Limk1,0.0037460208,2.52937,TEINH18
Rims4,0.0037152183,2.6855743,TEINH18
Gad2,0.003680582,3.875692,TEINH18
Myl1,0.0036440103,4.8338895,TEINH18
Dusp26,0.0035617626,2.6809862,TEINH18
Vstm2a,0.0035545996,2.9222107,TEINH18
Ndufa12,0.0035140517,2.6225576,TEINH18
Diras1,0.0035132617,2.5488706,TEINH18
Camk2n2,0.0035051168,2.794787,TEINH18
Vamp1,0.0034957826,3.033971,TEINH18
Myh14,0.0034713962,2.3091106,TEINH18
Rpl26,0.0034701175,2.9091458,TEINH18
Tmx2,0.0034675123,2.4267888,TEINH18
Gm10053,0.0034129773,2.4418466,TEINH18
Arhgef3,0.0033910226,2.3633597,TEINH18
Stambpl1,0.003323403,2.4634478,TEINH18
Cygb,0.0033041798,2.8506494,TEINH18
Fastkd3,0.0032997504,2.4067733,TEINH18
Cend1,0.003289198,2.7884963,TEINH18
Acp1,0.003243887,2.2395904,TEINH18
Gabrg3,0.003205024,2.585828,TEINH18
Ubxn2a,0.0031817576,2.1603022,TEINH18
Bend6,0.003173704,2.598425,TEINH18
Mafb,0.0031617014,3.0227854,TEINH18
Pnpo,0.003151125,2.3257136,TEINH18
Relt,0.003150714,2.5815902,TEINH18
Casz1,0.0030921935,2.7854722,TEINH18
St6galnac5,0.0030811306,2.70552,TEINH18
Slc24a2,0.0030805808,2.5442803,TEINH18
Nefh,0.0030416106,2.8641036,TEINH18
Kcnh2,0.0030249404,2.7099345,TEINH18
Mtfp1,0.0030189282,2.4756691,TEINH18
Trnp1,0.0030116648,2.5618935,TEINH18
Sirt3,0.0030101812,2.2045012,TEINH18
Ngf,0.0029359069,3.5018475,TEINH18
Unc119,0.0029175994,2.4467573,TEINH18
Map7d2,0.0029132224,2.296571,TEINH18
Smyd4,0.002907228,2.0063396,TEINH18
Syt2,0.002889614,3.417394,TEINH18
Adgra1,0.0028714575,2.5471141,TEINH18
Cables2,0.0028523218,2.3064542,TEINH18
Plxna4,0.0028437092,2.4539027,TEINH18
Dlgap2,0.002838488,2.4674995,TEINH18
Sst,0.35196105,10.427721,TEINH19
Ccna1,0.283126,6.579428,TEINH19
Myh4,0.26948625,8.028933,TEINH19
Elfn1,0.2315069,5.9094563,TEINH19
Crhbp,0.21653591,6.9548745,TEINH19
Rab3b,0.16617581,5.6460314,TEINH19
Lypd6,0.1469176,5.415359,TEINH19
Lypd6b,0.14401834,5.260164,TEINH19
Trpc6,0.14323816,5.3952246,TEINH19
Rbp4,0.13228,5.9688168,TEINH19
Kcnmb2,0.095271185,4.919,TEINH19
Myh8,0.084577315,5.7289276,TEINH19
Shisa6,0.07027398,4.510717,TEINH19
Arx,0.064606085,4.5819807,TEINH19
Slc5a5,0.061966415,4.1746163,TEINH19
Rpl29,0.059642237,4.777686,TEINH19
Trhde,0.057830375,4.142715,TEINH19
Rpp25,0.050867498,4.7489305,TEINH19
Lhx6,0.046890985,5.3151793,TEINH19
Col19a1,0.045104805,4.8058214,TEINH19
Sstr1,0.04453983,3.8385777,TEINH19
Nxph1,0.041899838,4.4765897,TEINH19
Grin3a,0.041884355,4.044691,TEINH19
Grik1,0.041082148,4.202588,TEINH19
Satb1,0.041013747,4.0689964,TEINH19
Klf5,0.040777437,4.1210966,TEINH19
Reln,0.038184065,4.550504,TEINH19
Gpx3,0.03644532,4.273407,TEINH19
Grm1,0.03576411,3.8676949,TEINH19
Nnmt,0.031814545,4.483662,TEINH19
Npffr1,0.028485158,4.144447,TEINH19
Pxdc1,0.028058095,3.7821424,TEINH19
Myl6b,0.027845355,3.440576,TEINH19
Mafb,0.027149424,3.8387585,TEINH19
Rab27b,0.0267817,3.3908706,TEINH19
Dleu7,0.026674192,3.261456,TEINH19
Cort,0.024666369,4.465021,TEINH19
Eya1,0.02412153,3.594675,TEINH19
Camk1g,0.022698537,3.3307378,TEINH19
Dctn1,0.02219554,3.0021517,TEINH19
Frmpd3,0.021939604,3.300125,TEINH19
Pip5kl1,0.021903481,3.505414,TEINH19
Ifitm10,0.021511417,3.3298492,TEINH19
Camk2n2,0.021352524,3.5238135,TEINH19
Resp18,0.020406794,4.0725727,TEINH19
Rpl26,0.01972418,3.8674345,TEINH19
Rgs17,0.017897105,3.2451,TEINH19
Vstm2a,0.01737027,3.4490473,TEINH19
Kcnc2,0.01708051,3.6240063,TEINH19
Cdc42ep5,0.016861567,3.8250234,TEINH19
Stmn1,0.016822116,3.3979554,TEINH19
Ptchd4,0.016563157,3.123406,TEINH19
Cdh13,0.016052162,3.1195111,TEINH19
Vstm2b,0.015817728,3.034136,TEINH19
AI504432,0.015802817,3.0310438,TEINH19
Synpr,0.015572631,3.5971725,TEINH19
Npas1,0.015433905,4.3950963,TEINH19
Gm26782,0.015396814,3.0526984,TEINH19
Kctd8,0.01534943,3.4267306,TEINH19
Fkbp1b,0.015281436,3.056855,TEINH19
Spats2l,0.015081172,2.7730327,TEINH19
Slc32a1,0.014633681,3.933698,TEINH19
Kcnd3,0.014227473,3.0385306,TEINH19
Neto1,0.014111611,3.1402042,TEINH19
Ache,0.013908736,3.1527426,TEINH19
Npy,0.013613858,4.936444,TEINH19
Tmem91,0.01353219,3.1514683,TEINH19
BC089491,0.013232662,3.2145457,TEINH19
Gad2,0.0131916795,4.2800217,TEINH19
Gm14295,0.012992875,2.635416,TEINH19
Acp1,0.012587491,2.5004852,TEINH19
Dgkg,0.012404391,2.9772835,TEINH19
Tmem130,0.012400525,3.3941605,TEINH19
Mgat4c,0.012013198,3.006346,TEINH19
Dlx1,0.011900196,3.6532574,TEINH19
Fam46a,0.011355569,2.896971,TEINH19
Cib2,0.011136862,2.74688,TEINH19
Vcp,0.011079894,2.2877653,TEINH19
Fastkd3,0.011025223,2.564125,TEINH19
Etl4,0.0109915985,2.9575238,TEINH19
Gm13205,0.010781427,2.9263034,TEINH19
Cers6,0.01077991,2.564587,TEINH19
Zfp385a,0.010755032,2.643613,TEINH19
Nrsn1,0.010683739,3.835261,TEINH19
Pygo1,0.010406467,2.59046,TEINH19
Fam131c,0.010391674,3.2244954,TEINH19
Gpr83,0.010387317,3.2909021,TEINH19
Cplx1,0.010342268,3.277187,TEINH19
Rpl35a,0.010043408,2.6406105,TEINH19
Arhgdig,0.010005411,3.05039,TEINH19
Elavl2,0.009895147,3.0310998,TEINH19
Inafm1,0.009841002,2.539303,TEINH19
Klhl32,0.009578496,2.5505764,TEINH19
Nrsn2,0.009560564,3.0717182,TEINH19
Sertm1,0.009553142,2.8747427,TEINH19
Nppc,0.009544313,2.7624214,TEINH19
Ndufs5,0.009543339,2.225003,TEINH19
Sp9,0.009364707,3.4547124,TEINH19
X4930452B06Rik,0.0093524195,3.1219437,TEINH19
Tmem178,0.009315797,2.659432,TEINH19
Cgn,0.009287394,2.9921334,TEINH19
Dll3,0.009266101,2.621076,TEINH19
Rims3,0.009198825,2.8935235,TEINH19
Chl1,0.009002171,2.6262207,TEINH19
Ypel4,0.008996556,2.5380166,TEINH19
A330050F15Rik,0.008942948,3.2849426,TEINH19
Hsf4,0.008886101,2.8798733,TEINH19
Tmem132c,0.008794112,3.5087807,TEINH19
Slc35g2,0.008697523,2.6587589,TEINH19
Sms,0.008667755,2.461525,TEINH19
Pld5,0.0086141955,3.0002692,TEINH19
Mkx,0.008590119,2.7512825,TEINH19
Nrxn3,0.008541612,3.1774788,TEINH19
Adrbk2,0.008494666,2.4951296,TEINH19
Cacng2,0.008466909,2.6786997,TEINH19
X4930426D05Rik,0.008439602,4.0779185,TEINH19
Kif3a,0.008397604,2.1276438,TEINH19
Fam103a1,0.008381077,2.2303007,TEINH19
Sec61g,0.008379699,2.2533026,TEINH19
Ccdc136,0.008253783,2.7500134,TEINH19
Lurap1l,0.008198914,2.3357146,TEINH19
Cacna2d3,0.008172234,2.725976,TEINH19
Cygb,0.008171616,2.831511,TEINH19
Astn2,0.008134366,2.5362904,TEINH19
Grik3,0.008076598,2.770109,TEINH19
Bex1,0.007970844,2.6743095,TEINH19
Gria1,0.007869305,2.9940023,TEINH19
Dnajc12,0.007769985,2.253078,TEINH19
Unc119,0.0077204797,2.4749472,TEINH19
Cacna2d2,0.00771379,2.9822183,TEINH19
Slc24a2,0.0075460738,2.497689,TEINH19
Srp9,0.0075231898,2.1035686,TEINH19
X1700023F06Rik,0.00751509,2.6829052,TEINH19
Hmga1,0.007507673,2.679249,TEINH19
Atg9b,0.007473382,2.8353815,TEINH19
Chd3os,0.007468384,3.23936,TEINH19
Pcbd1,0.007422985,2.7685082,TEINH19
Podxl2,0.007379326,2.5463047,TEINH19
Habp4,0.007281878,2.2950404,TEINH19
Rbms3,0.007270807,2.8170905,TEINH19
Fam199x,0.007263129,2.57773,TEINH19
Hjurp,0.007250863,2.4185715,TEINH19
Usp29,0.00724632,2.5850089,TEINH19
Nap1l5,0.0072313133,3.415553,TEINH19
Vegfb,0.00720481,2.1766517,TEINH19
Atp5l,0.007199098,2.1477067,TEINH19
Dlgap2,0.007168532,2.469947,TEINH19
Plxnc1,0.007052457,2.470082,TEINH19
Gm3739,0.007014145,2.4976158,TEINH19
Slc6a1,0.006997998,3.036392,TEINH19
A230065H16Rik,0.35385957,6.762289,TEINH2
Scn5a,0.21249864,5.954422,TEINH2
Prdm16,0.06882977,4.373621,TEINH2
Arhgap6,0.060378358,3.980969,TEINH2
Trpc7,0.054181717,3.8197513,TEINH2
Ngb,0.053039584,4.394201,TEINH2
Cacna2d2,0.043149892,4.0521555,TEINH2
Zic1,0.03976561,4.4119,TEINH2
Npffr1,0.033421855,4.0671353,TEINH2
Dgkg,0.023856938,3.1965528,TEINH2
Trpc4,0.02374848,3.335119,TEINH2
Hap1,0.021960963,3.4154882,TEINH2
Ahi1,0.02103676,3.8492913,TEINH2
